x:Double 
1
1
1
-1
1
1
-1
1
-1
-1
1
1
-1
1
1
-1
1
1
1
-1
1
-1
-1
-1
-1
-1
-1
1
-1
-1
-1
1
1
1
-1
1
1
-1
1
1
-1
1
-1
1
-1
-1
-1
1
-1
1
1
1
1
1
-1
1
1
-1
-1
1
1
1
1
-1
1
1
1
-1
1
-1
-1
1
1
-1
1
1
1
-1
1
1
1
1
1
1
-1
1
1
1
1
-1
1
-1
-1
1
1
-1
1
-1
1
-1
-1
1
1
1
1
1
1
1
1
-1
1
1
1
1
-1
-1
1
1
1
1
1
1
-1
1
-1
1
-1
-1
1
1
-1
1
-1
1
1
1
-1
1
1
-1
1
-1
1
-1
1
-1
1
1
1
1
1
1
-1
1
1
1
-1
-1
1
-1
1
1
1
1
1
-1
1
1
-1
-1
1
1
-1
-1
-1
1
1
1
1
1
1
-1
1
1
1
1
-1
-1
1
-1
1
1
1
-1
1
-1
-1
1
-1
1
1
1
1
1
-1
1
-1
1
1
-1
1
1
1
-1
-1
1
1
1
1
-1
-1
-1
1
1
-1
-1
-1
-1
1
1
1
1
-1
1
1
-1
1
-1
-1
-1
1
1
1
-1
1
1
1
-1
1
1
1
-1
1
-1
1
1
1
-1
1
1
-1
-1
-1
1
-1
1
-1
-1
-1
1
1
1
1
1
1
-1
-1
-1
1
-1
1
1
1
1
1
-1
1
1
-1
1
1
-1
-1
1
1
-1
1
1
1
1
1
1
1
1
-1
1
-1
1
1
-1
1
-1
1
-1
-1
1
-1
-1
1
1
-1
-1
1
1
-1
-1
-1
1
1
-1
1
-1
1
1
-1
-1
1
1
1
1
1
1
-1
-1
1
1
-1
-1
-1
-1
-1
1
1
1
1
-1
1
-1
1
1
-1
-1
1
1
1
-1
-1
-1
-1
-1
1
1
-1
1
-1
-1
-1
1
1
1
1
1
1
1
1
1
-1
1
-1
1
-1
-1
1
-1
1
1
1
1
-1
1
-1
-1
1
1
-1
1
-1
-1
-1
1
1
1
1
1
1
-1
-1
-1
1
-1
-1
-1
-1
-1
1
1
1
1
-1
1
-1
-1
-1
1
-1
-1
1
-1
-1
-1
-1
-1
1
1
-1
1
-1
-1
1
1
-1
1
1
-1
-1
1
1
-1
1
-1
-1
1
1
-1
1
1
1
1
1
1
-1
-1
1
1
1
1
1
1
-1
1
1
-1
1
-1
-1
1
1
1
1
-1
1
-1
1
-1
-1
-1
1
1
1
1
1
1
1
-1
1
1
1
-1
1
-1
1
1
1
1
1
1
1
1
1
-1
1
1
-1
1
-1
-1
-1
1
-1
-1
1
-1
1
1
1
1
1
-1
-1
1
-1
1
1
1
-1
-1
-1
-1
1
1
-1
-1
-1
-1
1
-1
1
-1
1
-1
1
-1
1
1
1
-1
1
1
-1
1
1
-1
-1
1
1
1
-1
1
-1
-1
1
-1
-1
-1
1
1
-1
1
1
-1
1
1
-1
1
-1
1
1
1
1
1
-1
-1
1
-1
-1
-1
1
-1
-1
1
-1
-1
1
-1
-1
-1
-1
1
-1
-1
1
-1
-1
1
-1
1
1
-1
1
-1
1
1
-1
